year,category,n,Num_Trans,Area,Property_Type
2013,OPERA ESTATE,1430,22,Bedok,Detached House
2013,OPTIMA @ TANAH MERAH,1412,1,Bedok,Condominium
2013,ORANGE GROVE RESIDENCES,1889,3,Tanglin,Condominium
2013,ORCHARD BEL AIR,1303,3,River Valley,Condominium
2013,ORCHARD COURT,1144,2,River Valley,Apartment
2013,ORCHARD SCOTTS,2357,6,Newton,Condominium
2013,ORCHARD TOWERS,1523,2,Orchard,Apartment
2013,ORCHID PARK CONDOMINIUM,828,25,Yishun,Condominium
2013,OVADA 8,1001,1,Geylang,Apartment
2013,OXFORD SUITES,1377,1,Kallang,Apartment
2013,PACIFIC MANSION,1338,4,River Valley,Apartment
2013,PALAZZETTO,1387,1,Kallang,Apartment
2013,PALM GALLERIA,1236,6,Bedok,Apartment
2013,PALM GARDENS,799,21,Choa Chu Kang,Condominium
2013,PALM GREEN,1030,2,Queenstown,Apartment
2013,PALM GROVE CONDOMINIUM,1097,5,Hougang,Condominium
2013,PALM GROVE REGENCY,769,1,Hougang,Semi-Detached House
2013,PALM HAVEN,976,1,Hougang,Condominium
2013,PALM LOFT,1145,1,Geylang,Apartment
2013,PALM MANSIONS,981,3,Queenstown,Apartment
2013,PALM OASIS,1256,4,Bedok,Apartment
2013,PALM RESIDENCE,871,1,Bukit Timah,Apartment
2013,PALM SPRING,1596,5,Tanglin,Condominium
2013,PALM VISTA,1172,3,Bedok,Apartment
2013,PALMERA EAST,1022,1,Bedok,Apartment
2013,PALMWOODS,913,2,Bedok,Condominium
2013,PANDAN VALLEY,1054,14,Bukit Timah,Condominium
2013,PAPILLON,1180,2,Novena,Apartment
2013,PARADISE ISLAND,1934,2,Southern Islands,Detached House
2013,PARADISE PALMS,1344,2,Geylang,Apartment
2013,PARBURY HILL CONDOMINIUM,1119,3,Bedok,Condominium
2013,PARC CENTENNIAL,1458,9,Novena,Apartment
2013,PARC EMILY,1822,8,Rochor,Condominium
2013,PARC HAVEN,961,2,Novena,Apartment
2013,PARC IMPERIAL,1696,16,Queenstown,Condominium
2013,PARC MONDRIAN,1282,5,Toa Payoh,Apartment
2013,PARC OASIS,963,25,Jurong East,Condominium
2013,PARC PALAIS,1060,12,Bukit Batok,Condominium
2013,PARC REGENCY,989,1,Queenstown,Apartment
2013,PARC SOMME,1521,2,Kallang,Apartment
2013,PARC SOPHIA,1853,10,Rochor,Apartment
2013,PARC VISTA,930,26,Jurong West,Condominium
2013,PARK COURT,1021,1,Geylang,Apartment
2013,PARK EAST,1129,3,Bedok,Condominium
2013,PARK GREEN,841,13,Sengkang,Executive Condominium
2013,PARK INFINIA AT WEE NAM,1999,11,Novena,Condominium
2013,PARK NATURA,1221,9,Bukit Timah,Condominium
2013,PARK VIEW MANSION,638,4,Jurong East,Apartment
2013,PARK VILLAS,1076,1,Hougang,Terrace House
2013,PARK WEST,895,12,Clementi,Condominium
2013,PARKSHORE,1336,3,Kallang,Condominium
2013,PARKVIEW APARTMENTS,831,25,Bukit Batok,Apartment
2013,PARKWAY MANSION,1484,1,Marine Parade,Condominium
2013,PARRY GREEN,852,1,Hougang,Terrace House
2013,PARRY PARK,1316,5,Hougang,Terrace House
2013,PARRYVILLE,1420,3,Hougang,Terrace House
2013,PARVIS,1902,5,Bukit Timah,Condominium
2013,PASIR PANJANG COURT,929,2,Queenstown,Apartment
2013,PASIR RIS BEACH PARK,706,10,Pasir Ris,Detached House
2013,PASIR VIEW PARK,1209,4,Queenstown,Condominium
2013,PATERSON LINC,2499,2,River Valley,Apartment
2013,PATERSON RESIDENCE,2400,4,River Valley,Condominium
2013,PATERSON SUITES,2573,4,River Valley,Condominium
2013,PAVILION 11,1683,3,Novena,Condominium
2013,PAVILION PARK,1574,7,Bukit Batok,Semi-Detached House
2013,PAYA LEBAR GARDENS,1481,2,Hougang,Terrace House
2013,PEACE CENTRE/MANSIONS,672,2,Rochor,Apartment
2013,PEARL BANK APARTMENT,856,8,Outram,Apartment
2013,PEBBLE BAY,1424,19,Kallang,Condominium
2013,PEOPLE'S GARDEN,1234,2,Hougang,Terrace House
2013,PEOPLE'S PARK CENTRE,931,2,Outram,Apartment
2013,PEOPLE'S PARK COMPLEX,953,5,Outram,Apartment
2013,PEPYS HILL CONDOMINIUM,1134,1,Queenstown,Condominium
2013,PHOENIX HEIGHTS,890,5,Bukit Batok,Apartment
2013,PICARDY GARDENS,1103,3,Bedok,Semi-Detached House
2013,PINE COURT,820,1,Bedok,Apartment
2013,PINE GROVE,879,15,Bukit Timah,Condominium
2013,PINETREE CONDOMINIUM,1559,1,Tanglin,Condominium
2013,PINEVALE,776,10,Tampines,Executive Condominium
2013,PINEWOOD TERRACE,850,1,Woodlands,Terrace House
2013,PINNACLE 16,1548,2,Novena,Apartment
2013,PLATINA GARDENS,451,1,Mandai,Terrace House
2013,PLATINUM EDGE,1397,2,Toa Payoh,Apartment
2013,POSHGROVE EAST,1414,1,Bedok,Condominium
2013,PRESIDIO,1249,1,Geylang,Apartment
2013,PRESTIGE HEIGHTS,1901,6,Novena,Apartment
2013,PRESTIGE LOFT,1374,3,Bedok,Apartment
2013,PRESTIGE RESIDENCE,1109,1,Bedok,Apartment
2013,PRIMO RESIDENCES,1373,1,Hougang,Apartment
2013,PRISTINE HEIGHTS,1247,3,Kallang,Apartment
2013,PROSPERO VILLE,992,1,Bedok,Apartment
2013,PROXIMO,1595,4,Tanglin,Apartment
2013,PUBLIC MANSION,788,3,Novena,Apartment
2013,QUEENS,1362,25,Queenstown,Condominium
2013,QUEENSWAY TOWER,992,2,Queenstown,Apartment
2013,QUINTERRA,1287,3,Bukit Timah,Apartment
2013,R66 APARTMENTS,1192,2,Kallang,Apartment
2013,RACE COURSE 138,1520,1,Rochor,Apartment
2013,RACE COURSE MANSION,1022,1,Rochor,Apartment
2013,RACE COURSE RD/OWEN RD CON AREA,2200,1,Kallang,Terrace House
2013,RAFFLES PARK,1696,1,Bukit Timah,Detached House
2013,RAFFLESIA CONDOMINIUM,1140,4,Bishan,Condominium
2013,RAJAH TOWERS,854,3,Novena,Apartment
2013,RANGOON APARTMENTS,1065,1,Kallang,Apartment
2013,REFLECTIONS AT KEPPEL BAY,2037,37,Bukit Merah,Condominium
2013,REGAL 35,1035,1,Geylang,Apartment
2013,REGENCY PARK,1900,3,Tanglin,Condominium
2013,REGENCY SUITES,1664,1,Bukit Merah,Apartment
2013,REGENT GROVE,799,16,Choa Chu Kang,Condominium
2013,REGENT HEIGHTS,870,26,Bukit Batok,Condominium
2013,REGENT PARK,1086,12,Clementi,Condominium
2013,REGENT VILLAS,1397,1,Bukit Timah,Semi-Detached House
2013,REGENTVILLE,812,20,Hougang,Apartment
2013,REGIS MANSIONS,949,1,Bukit Timah,Apartment
2013,RESIDENCE 118,585,1,Bedok,Apartment
2013,RESIDENCE 66,1151,1,Bedok,Apartment
2013,RESIDENCES @ EVELYN,1846,8,Novena,Condominium
2013,RESIDENCES @ SOMME,1556,5,Kallang,Apartment
2013,RESIDENCES AT 338A,1660,1,River Valley,Apartment
2013,RESIDENCES AT EMERALD HILL,2828,5,Newton,Apartment
2013,RHAPSODY ON MOUNT ELIZABETH,2394,1,Newton,Apartment
2013,RICCHEZZA,1228,1,Bedok,Apartment
2013,RICH EAST GARDEN,1037,1,Bedok,Condominium
2013,RICHARD'S PARK,1102,1,Hougang,Terrace House
2013,RICHMOND PARK,2528,2,Newton,Condominium
2013,RIDGEWOOD,1236,16,Bukit Timah,Condominium
2013,RIO GARDENS,1080,2,Kallang,Apartment
2013,RIO VISTA,884,20,Hougang,Condominium
2013,RIS GRANDEUR,928,18,Pasir Ris,Condominium
2013,RIVER PLACE,1459,11,Singapore River,Condominium
2013,RIVEREDGE,1396,5,Kallang,Condominium
2013,RIVERGATE,2085,18,Singapore River,Apartment
2013,RIVERSIDE 48,1714,1,Singapore River,Apartment
2013,RIVERVALE CREST,842,10,Sengkang,Apartment
2013,RIVERWALK APARTMENT,1429,1,Singapore River,Apartment
2013,RIVIERA RESIDENCES,1161,4,Bedok,Condominium
2013,RIZ HAVEN,1168,2,Pasir Ris,Apartment
2013,ROBERTSON 100,1813,3,Singapore River,Apartment
2013,ROBERTSON EDGE,2016,2,River Valley,Apartment
2013,ROBIN REGALIA,1697,2,Tanglin,Apartment
2013,ROCCA BALESTIER,980,1,Novena,Apartment
2013,ROCHELLE AT NEWTON,1593,8,Novena,Condominium
2013,ROMAN TERRACE,1506,1,Bedok,Terrace House
2013,ROSALIA PARK,836,4,Serangoon,Condominium
2013,ROSEWOOD,840,18,Woodlands,Condominium
2013,ROSEWOOD SUITES,839,15,Woodlands,Condominium
2013,ROSYTH LODGE,859,1,Hougang,Apartment
2013,ROSYTH VILLE,1015,2,Hougang,Apartment
2013,ROYAL COURT,1030,4,Bukit Timah,Apartment
2013,SAGE,3581,3,Tanglin,Condominium
2013,SAM KIANG MANSIONS,1676,1,River Valley,Apartment
2013,SANCTUARY @ 813,1237,3,Hougang,Apartment
2013,SANCTUARY GREEN,1219,20,Kallang,Condominium
2013,SANDALWOOD,1134,3,Marine Parade,Apartment
2013,SANDERIANA,1136,1,Bedok,Terrace House
2013,SANDY ISLAND,2141,2,Southern Islands,Detached House
2013,SANDY PALM,779,3,Pasir Ris,Condominium
2013,SANTA FE MANSIONS,1204,3,Marine Parade,Apartment
2013,SARACA GARDENS,924,1,Serangoon,Semi-Detached House
2013,SAVANNAH CONDOPARK,923,16,Tampines,Condominium
2013,SCENIC HEIGHTS,1147,4,Novena,Apartment
2013,SCOTTS 28,2151,1,Newton,Condominium
2013,SCOTTS HIGHPARK,2031,2,Newton,Condominium
2013,SCOTTS SQUARE,3752,4,Orchard,Apartment
2013,SEA BREEZE TERRACE,1619,1,Tampines,Terrace House
2013,SEA VIEW PARK,1785,1,Marine Parade,Semi-Detached House
2013,SEASCAPE,2537,1,Southern Islands,Condominium
2013,SEASIDE PARK,1926,1,Bedok,Terrace House
2013,SEASONS PARK,850,17,Ang Mo Kio,Condominium
2013,SEASONS VIEW,1057,7,Bishan,Condominium
2013,SECOND AVENUE JUNCTION,1239,2,Bukit Timah,Apartment
2013,SELANTING GREEN,1018,2,Bukit Timah,Apartment
2013,SELETAR GARDEN,945,1,Ang Mo Kio,Terrace House
2013,SELETAR HILLS ESTATE,1246,32,Hougang,Detached House
2013,SELETAR SPRINGS CONDOMINIUM,851,7,Hougang,Condominium
2013,SELETARIS,832,5,Sembawang,Condominium
2013,SEMBAWANG COTTAGE,950,1,Mandai,Apartment
2013,SEMBAWANG GARDENS ARCADE,922,1,Sembawang,Semi-Detached House
2013,SEMBAWANG HILLS ESTATE,1323,24,Ang Mo Kio,Semi-Detached House
2013,SEMBAWANG PARK,827,1,Mandai,Semi-Detached House
2013,SEMBAWANG SPRINGS ESTATE,912,8,Sembawang,Detached House
2013,SEMBAWANG SQUARE ESTATE,893,1,Yishun,Semi-Detached House
2013,SEMBAWANG STRAITS ESTATE,915,1,Sembawang,Semi-Detached House
2013,SENNETT ESTATE,1380,5,Toa Payoh,Semi-Detached House
2013,SENTOSA COVE,2424,3,Southern Islands,Detached House
2013,SERANGOON GARDEN ESTATE,1273,68,Serangoon,Detached House
2013,SERANGOON PARK,1438,3,Serangoon,Terrace House
2013,SERAYA 9,1411,1,Marine Parade,Apartment
2013,SERAYA BREEZE,1113,2,Marine Parade,Apartment
2013,SERENADE GARDENS,1167,1,Ang Mo Kio,Terrace House
2013,SERENE VIEW MANSIONS,812,1,Serangoon,Condominium
2013,SERENITY PARK,937,15,Serangoon,Condominium
2013,SETIA RESIDENCES,2001,1,Novena,Apartment
2013,SHAMROCK PARK,1829,3,Bukit Timah,Semi-Detached House
2013,SHAN COURT,2009,11,Novena,Apartment
2013,SHANGHAI ONE,1730,2,Tanglin,Apartment
2013,SHANGRI-LA PARK,1116,1,Ang Mo Kio,Detached House
2013,SHEARES VILLE,1455,3,Tanglin,Apartment
2013,SHEBA LODGE,905,1,Geylang,Apartment
2013,SHELFORD 23,1474,3,Bukit Timah,Apartment
2013,SHELFORD MANSIONS,1129,1,Bukit Timah,Apartment
2013,SHELFORD REGENCY,1463,2,Bukit Timah,Condominium
2013,SHELFORD SUITES,1598,2,Bukit Timah,Condominium
2013,SHELFORD VIEW,1424,1,Bukit Timah,Condominium
2013,SHERWOOD CONDOMINIUM,1087,4,Bukit Timah,Condominium
2013,SHERWOOD TOWER,745,14,Bukit Timah,Apartment
2013,SHUNFU VILLE,757,1,Bishan,Apartment
2013,SIGLAP PARK,1010,2,Bedok,Detached House
2013,SIGLAP SHOPPING CENTRE,1017,1,Bedok,Apartment
2013,SIGNATURE AT LEWIS,1647,3,Tanglin,Apartment
2013,SIGNATURE CREST,1076,1,Geylang,Apartment
2013,SIGNATURE PARK,1080,27,Bukit Timah,Condominium
2013,SILAHIS APARTMENT,940,1,Bedok,Apartment
2013,SILVER HILL,1459,1,Hougang,Terrace House
2013,SIMEI GREEN CONDOMINIUM,849,20,Tampines,Executive Condominium
2013,SIMON PLAZA,917,1,Hougang,Apartment
2013,SIMS DORADO,1094,1,Geylang,Apartment
2013,SIMS GREEN,784,4,Geylang,Apartment
2013,SIMS MEADOWS,925,1,Geylang,Apartment
2013,SIMS RESIDENCES,801,4,Geylang,Apartment
2013,SIMSVILLE,997,11,Geylang,Condominium
2013,SIN MING PLAZA,1102,4,Bishan,Apartment
2013,SIXTH AVENUE VILLE,1481,2,Bukit Timah,Condominium
2013,SKY@ELEVEN,1712,7,Toa Payoh,Condominium
2013,SOHO 188,1690,1,Rochor,Apartment
2013,SOLEIL @ SINARAN,1932,12,Novena,Condominium
2013,SOMMERVILLE GRANDEUR,1635,2,Tanglin,Condominium
2013,SOMMERVILLE PARK,1647,13,Tanglin,Condominium
2013,SOMMERVILLE REGENCY,872,2,Serangoon,Terrace House
2013,SOO CHOW GARDEN,1384,1,Bishan,Terrace House
2013,SOPHIA 98,1579,1,Rochor,Apartment
2013,SOUTHAVEN I,892,3,Bukit Panjang,Condominium
2013,SOUTHAVEN II,1040,7,Bukit Panjang,Condominium
2013,SOUTHBANK,1802,3,Kallang,Apartment
2013,SPANISH VILLAGE,1463,8,Tanglin,Condominium
2013,SPOTTISWOODE PARK,887,6,Bukit Merah,Apartment
2013,SPRING @ KATONG,1272,2,Marine Parade,Apartment
2013,SPRING @ LANGSAT,1174,3,Geylang,Apartment
2013,SPRING GROVE,1768,1,Tanglin,Condominium
2013,SPRING PARK ESTATE,951,1,Bedok,Detached House
2013,SPRINGDALE CONDOMINIUM,1130,14,Bukit Panjang,Condominium
2013,SPRINGHILL,608,9,Sembawang,Terrace House
2013,SPRINGLEAF GARDEN,1061,8,Yishun,Semi-Detached House
2013,SPRINGLEAF VILLAS,645,1,Yishun,Semi-Detached House
2013,SPRINGWOOD,1559,1,Queenstown,Terrace House
2013,ST ANNE'S WOOD,1124,3,Sengkang,Semi-Detached House
2013,ST FRANCIS COURT,857,5,Kallang,Apartment
2013,ST MARTIN RESIDENCE,1966,1,Tanglin,Condominium
2013,ST MICHAEL'S CONDOMINIUM,979,2,Kallang,Apartment
2013,ST MICHAEL'S PLACE,999,1,Kallang,Apartment
2013,ST NICHOLAS VIEW,1126,1,Ang Mo Kio,Terrace House
2013,ST PATRICK'S LOFT,1245,7,Bedok,Apartment
2013,ST REGIS RESIDENCES SINGAPORE,2349,3,Orchard,Apartment
2013,ST THOMAS SUITES,2151,2,River Valley,Condominium
2013,STADIA,1158,5,Serangoon,Apartment
2013,STARVILLE,1048,4,Bedok,Condominium
2013,STEVENS LOFT,1802,2,Tanglin,Apartment
2013,STILL MANSIONS,1003,2,Bedok,Apartment
2013,STILLZ RESIDENCE,1097,1,Geylang,Apartment
2013,STRAITS GARDENS,833,3,Sembawang,Terrace House
2013,STRATA,1551,5,Novena,Apartment
2013,STRATFORD COURT,862,5,Bedok,Condominium
2013,STRATTON PARK,1141,1,Serangoon,Terrace House
2013,STUDIO 3,1712,6,Tanglin,Apartment
2013,STUDIOS @ MARNE,1471,1,Kallang,Apartment
2013,STUDIOS@TEMBELING,1464,1,Marine Parade,Apartment
2013,SUFFOLK PREMIER,1384,2,Novena,Apartment
2013,SUI GENERIS,1922,1,Newton,Condominium
2013,SUITES 123,1550,3,Kallang,Apartment
2013,SUITES @ AMBER,1576,1,Marine Parade,Apartment
2013,SUITES @ EASTCOAST,1228,1,Bedok,Condominium
2013,SUITES @ OWEN,1913,1,Kallang,Apartment
2013,SUITES @ SHREWSBURY,1849,2,Novena,Apartment
2013,SUITES @ SURREY,1601,1,Novena,Apartment
2013,SUITES @ TOPAZ,1362,6,Kallang,Apartment
2013,SULTAN GATE PLACE,1321,1,Rochor,Apartment
2013,SUMMER GARDENS,608,1,Bedok,Terrace House
2013,SUMMER VILLAS,601,1,Hougang,Terrace House
2013,SUMMERDALE,761,13,Jurong West,Executive Condominium
2013,SUMMERHILL,1135,9,Bukit Batok,Condominium
2013,SUMMERLEA GREEN,1242,1,Bukit Timah,Terrace House
2013,SUN PLAZA,668,2,Sembawang,Apartment
2013,SUN ROSIER,934,1,Serangoon,Condominium
2013,SUNBIRD PARK,718,1,Tampines,Terrace House
2013,SUNCOTTAGES,908,1,Bukit Panjang,Terrace House
2013,SUNFLOWER VIEW,976,1,Geylang,Apartment
2013,SUNGLADE,1141,12,Serangoon,Condominium
2013,SUNGROVE,387,1,Clementi,Semi-Detached House
2013,SUNHAVEN,987,8,Tampines,Condominium
2013,SUNNY PALMS,1140,1,Bedok,Condominium
2013,SUNNY PARC,1109,2,Bedok,Apartment
2013,SUNRISE GARDENS,797,11,Ang Mo Kio,Condominium
2013,SUNRISE VILLA,1127,1,Ang Mo Kio,Semi-Detached House
2013,SUNSET LODGE,1043,2,Clementi,Condominium
2013,SUNSHINE LODGE,835,1,Serangoon,Apartment
2013,SUNSHINE MANSIONS,1072,2,Bedok,Apartment
2013,SUNSHINE PLAZA,1400,1,Rochor,Apartment
2013,SUNSHINE REGENCY,1119,1,Marine Parade,Apartment
2013,SUNSHINE RESIDENCE,1197,1,Bedok,Apartment
2013,SUNVILLE,1042,6,Kallang,Apartment
2013,SYMPHONY HEIGHTS,1171,8,Bukit Batok,Condominium
2013,TAI HWAN GARDEN,1300,2,Serangoon,Terrace House
2013,TAI HWAN PARK,1571,1,Serangoon,Terrace House
2013,TAI KENG GARDENS,1382,4,Hougang,Terrace House
2013,TAI KENG VILLAS,1214,1,Hougang,Terrace House
2013,TAMPINES COURT,651,5,Tampines,Condominium
2013,TANAH MERAH GREEN,1153,3,Bedok,Terrace House
2013,TANAH MERAH MANSION,944,1,Bedok,Condominium
2013,TANAMERA CREST,1003,8,Bedok,Condominium
2013,TANGERINE GROVE,1117,4,Hougang,Condominium
2013,TANGLIN PARK,1416,1,Tanglin,Condominium
2013,TANGLIN REGENCY,1305,8,Bukit Merah,Condominium
2013,TANGLIN VIEW,1331,11,Bukit Merah,Condominium
2013,TANJONG RIA CONDOMINIUM,1239,4,Kallang,Condominium
2013,TATIANA TERRACE,1370,1,Bedok,Terrace House
2013,TEACHER'S HOUSING ESTATE,1222,6,Ang Mo Kio,Terrace House
2013,TEMBELING GROVE,1003,1,Marine Parade,Apartment
2013,TEMBELING RESIDENCE,1197,1,Marine Parade,Apartment
2013,TEN @ SUFFOLK,1501,1,Novena,Apartment
2013,TERESA 8,869,1,Bukit Merah,Terrace House
2013,TERESA VILLE,1197,5,Bukit Merah,Condominium
2013,TEXTILE CENTRE,918,4,Kallang,Apartment
2013,THE ABERDEEN,1068,6,Kallang,Condominium
2013,THE ABODE AT DEVONSHIRE,1899,1,River Valley,Apartment
2013,THE ACACIAS,1161,1,Serangoon,Apartment
2013,THE ADARA,939,1,Marine Parade,Apartment
2013,THE ALBRACCA,1241,1,Marine Parade,Apartment
2013,THE ALCOVE,797,8,Geylang,Apartment
2013,THE AMARELLE,1399,1,Geylang,Apartment
2013,THE AMBIENCE,640,1,Punggol,Detached House
2013,THE AMBRA,1064,2,Bedok,Apartment
2013,THE AMBROSIA,1268,1,Bedok,Apartment
2013,THE AMERY,1089,1,Bedok,Condominium
2013,THE AMSTON,911,3,Bukit Batok,Apartment
2013,THE ANCHORAGE,1271,10,Queenstown,Condominium
2013,THE ANSLEY,1381,2,Novena,Condominium
2013,THE ARC AT DRAYCOTT,2244,1,Newton,Apartment
2013,THE ARCADIA,1091,3,Bukit Timah,Condominium
2013,THE ARIEL,1257,1,Geylang,Apartment
2013,THE ARIZON,802,1,Geylang,Apartment
2013,THE ARMADALE,1696,1,Novena,Apartment
2013,THE ARRIS,1679,4,Outram,Apartment
2013,THE ARTE,1333,13,Novena,Condominium
2013,THE ASTON,1484,4,Tanglin,Apartment
2013,THE ATRIA AT MEYER,1377,5,Marine Parade,Condominium
2013,THE AZURE,1833,2,Southern Islands,Condominium
2013,THE BALE,1130,2,Bedok,Apartment
2013,THE BALMORAL,1570,1,Tanglin,Condominium
2013,THE BAYCOURT,1088,2,Bedok,Condominium
2013,THE BAYRON,1650,6,River Valley,Condominium
2013,THE BAYSHORE,1024,44,Bedok,Condominium
2013,THE BEACON,1473,3,Bukit Merah,Apartment
2013,THE BEACON EDGE,1382,2,Marine Parade,Apartment
2013,THE BELLEFORTE,1120,2,Novena,Apartment
2013,THE BELVEDERE,1601,3,Marine Parade,Condominium
2013,THE BENCOOLEN,1517,5,Rochor,Apartment
2013,THE BERTH BY THE COVE,1580,9,Southern Islands,Condominium
2013,THE BEVERLY,752,2,Bukit Timah,Apartment
2013,THE BLOSSOMVALE,1322,6,Bukit Timah,Condominium
2013,THE BOTANIC ON LLOYD,2100,1,River Valley,Condominium
2013,THE BOULEVARD RESIDENCE,2458,1,River Valley,Apartment
2013,THE CALLISTA,1078,3,Kallang,Apartment
2013,THE CALROSE,1206,14,Ang Mo Kio,Condominium
2013,THE CALYPSO,1116,5,Bedok,Apartment
2013,THE CASCADIA,1742,50,Bukit Timah,Condominium
2013,THE CASSANDRA,1158,2,Queenstown,Apartment
2013,THE CENTRIO,1576,5,Novena,Apartment
2013,THE CENTRIS,1138,23,Jurong West,Apartment
2013,THE CHANCERY RESIDENCE,830,5,Novena,Terrace House
2013,THE CHUAN,1338,3,Serangoon,Condominium
2013,THE CITRINE,1209,4,Novena,Apartment
2013,THE CLEARWATER,993,9,Bedok,Condominium
2013,THE CLEMENTVALE,1083,4,Clementi,Semi-Detached House
2013,THE CLIFT,2370,9,Downtown Core,Apartment
2013,THE COAST AT SENTOSA COVE,1714,4,Southern Islands,Condominium
2013,THE CORNWALL,1593,2,Bukit Timah,Condominium
2013,THE COSMOPOLITAN,2117,8,Singapore River,Condominium
2013,THE COTZ,1480,4,Bedok,Apartment
2013,THE COUNTRYSIDE,1190,5,Ang Mo Kio,Semi-Detached House
2013,THE DAFFODIL,966,4,Bedok,Apartment
2013,THE DAIRY FARM,1149,3,Bukit Panjang,Condominium
2013,THE DEW,910,14,Bukit Batok,Executive Condominium
2013,THE EDEN AT TAMPINES,862,14,Tampines,Executive Condominium
2013,THE EDGE ON CAIRNHILL,2054,3,Newton,Condominium
2013,THE ELEGANCE @ CHANGI,913,1,Geylang,Apartment
2013,THE ELEMENT @ STEVENS,1670,1,Tanglin,Apartment
2013,THE ELYSIA,1050,2,Kallang,Apartment
2013,THE ESPARIS,807,7,Pasir Ris,Executive Condominium
2013,THE ESPIRA,1092,3,Bedok,Apartment
2013,THE ESTA,1489,12,Marine Parade,Condominium
2013,THE ESTIVA,1161,2,Queenstown,Apartment
2013,THE ESTORIL,1497,2,Bukit Timah,Apartment
2013,THE ESTUARY,1083,5,Yishun,Condominium
2013,THE FLORAVALE,726,28,Jurong West,Executive Condominium
2013,THE FLORIDA,773,17,Hougang,Executive Condominium
2013,THE FOLIAGE,1250,1,Queenstown,Condominium
2013,THE FORD @ HOLLAND,1493,3,Bukit Timah,Condominium
2013,THE GALE,1104,2,Pasir Ris,Condominium
2013,THE GARDENS AT BISHAN,1093,20,Bishan,Condominium
2013,THE GARDENS AT GERALD,655,1,Hougang,Terrace House
2013,THE GERANIUM,900,1,Geylang,Condominium
2013,THE GLACIER,1076,2,Bedok,Apartment
2013,THE GRANDHILL,1329,4,Queenstown,Condominium
2013,THE GRANGE,2365,5,River Valley,Condominium
2013,THE GREENWOOD,2566,3,Bukit Timah,Terrace House
2013,THE HACIENDA,1131,3,Bedok,Condominium
2013,THE HELICONIA,1013,3,Bedok,Condominium
2013,THE HILLSIDE,1132,2,Bukit Batok,Condominium
2013,THE HORIZON,1586,1,Tanglin,Condominium
2013,THE IMPERIAL,1937,7,Museum,Condominium
2013,THE INFINITI,1080,13,Clementi,Condominium
2013,THE INGLEWOOD,1460,1,Bishan,Terrace House
2013,THE INSPIRA,1794,9,River Valley,Condominium
2013,THE JADE,1094,5,Bukit Batok,Condominium
2013,THE LAKESHORE,1158,35,Jurong West,Condominium
2013,THE LEGACY,1636,1,Tanglin,Apartment
2013,THE LEGEND,1516,4,Tanglin,Condominium
2013,THE LEVELZ,1587,6,Tanglin,Condominium
2013,THE LIGHT @ CAIRNHILL,2228,3,Newton,Condominium
2013,THE LINC,1600,2,Novena,Apartment
2013,THE LINCOLN MODERN,1551,3,Novena,Apartment
2013,THE LINCOLN RESIDENCES,1775,14,Novena,Condominium
2013,THE LINEAR,862,4,Bukit Panjang,Apartment
2013,THE LOFT,1988,3,Tanglin,Condominium
2013,THE MADEIRA,943,17,Bukit Batok,Condominium
2013,THE MAKENA,1380,15,Marine Parade,Condominium
2013,THE MARBELLA,1677,6,Bukit Timah,Condominium
2013,THE MARQ ON PATERSON HILL,4046,1,River Valley,Condominium
2013,THE MARQUE @ IRRAWADDY,1391,1,Novena,Apartment
2013,THE MAYFAIR,1026,14,Jurong East,Condominium
2013,THE MAYLEA,1437,6,Queenstown,Condominium
2013,THE MEDLEY,1171,3,Bedok,Apartment
2013,THE MERASAGA,1495,4,Bukit Timah,Condominium
2013,THE MERLOT,1411,3,Novena,Apartment
2013,THE METROPOLITAN CONDOMINIUM,1409,11,Bukit Merah,Condominium
2013,THE METZ,2650,4,River Valley,Condominium
2013,THE MEZZO,1397,7,Novena,Apartment
2013,THE MIDAS,739,2,Geylang,Apartment
2013,THE MINT RESIDENCES,1007,1,Geylang,Apartment
2013,THE MONDRIAN,1855,1,Bukit Panjang,Semi-Detached House
2013,THE MONTAGE,1266,2,Bedok,Apartment
2013,THE MONTANA,1948,45,Tanglin,Apartment
2013,THE MORNING DEW,1482,1,Sengkang,Terrace House
2013,THE MORNING GLORY,997,1,Hougang,Apartment
2013,THE MORNINGTON,969,1,Kallang,Apartment
2013,THE NCLAVE,1125,2,Bedok,Apartment
2013,THE NEXUS,1503,7,Bukit Timah,Condominium
2013,THE OCEANFRONT @ SENTOSA COVE,1710,6,Southern Islands,Condominium
2013,THE ORCHARD RESIDENCES,3865,2,Orchard,Apartment
2013,THE OXLEY,2155,4,Museum,Apartment
2013,THE PALLADIUM,1450,1,Marine Parade,Apartment
2013,THE PARC CONDOMINIUM,1130,15,Clementi,Condominium
2013,THE PARK VALE,1218,1,Bukit Timah,Condominium
2013,THE PATERSON,2076,4,River Valley,Condominium
2013,THE PATERSON EDGE,2423,2,River Valley,Apartment
2013,THE PEAK,1636,1,Queenstown,Condominium
2013,THE PEAK@BALMEG,1467,5,Queenstown,Condominium
2013,THE PEARL @ MOUNT FABER,1155,7,Bukit Merah,Condominium
2013,THE PETALS,1010,4,Bukit Batok,Condominium
2013,THE PIER AT ROBERTSON,2010,6,Singapore River,Apartment
2013,THE PLAZA,1244,3,Kallang,Apartment
2013,THE QUARTZ,1076,21,Sengkang,Condominium
2013,THE QUAYSIDE,1535,1,Singapore River,Apartment
2013,THE QUINTET,828,30,Choa Chu Kang,Executive Condominium
